Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
DailyProbability time: 878.0
Added patient to queue, patient: 4331
Added patient to queue, patient: 4332
Trying to move to basic care unit..., patient: 4306
Added patient to queue, patient: 4333
Trying to move to basic care unit..., patient: 4147
Added patient to queue, patient: 4334
Trying to move to intensive care unit..., patient: 4317
DailyProbability time: 879.0
Patient died in basic care... (no free bed in intensive care unit), patient: 4317
Patient moved back to basic care, patient: 4306
Added patient to queue, patient: 4335
Added patient to queue, patient: 4336
Added patient to queue, patient: 4337
Added patient to queue, patient: 4338
Trying to move to basic care unit..., patient: 4269
Patient is healthy, patient: 4207
Patient moved back to basic care, patient: 4147
Added patient to queue, patient: 4339
Trying to move to intensive care unit..., patient: 4314
Trying to move to intensive care unit..., patient: 4315
Trying to move to intensive care unit..., patient: 4312
DailyProbability time: 880.0
Patient moved to intensive care unit successfully, patient: 4314
Patient moved back to basic care, patient: 4269
Patient moved to intensive care unit successfully, patient: 4315
Patient died in queue, patient: 4320
Patient died in queue, patient: 4321
Patient died in queue, patient: 4322
Patient died in queue, patient: 4323
Patient died in queue, patient: 4324
Patient died in queue, patient: 4325
Patient died in queue, patient: 4326
Patient died in queue, patient: 4327
Patient died in queue, patient: 4328
Patient died in queue, patient: 4329
Patient died in queue, patient: 4330
Patient died in basic care... (no free bed in intensive care unit), patient: 4312
Added patient to queue, patient: 4340
Added patient to queue, patient: 4341
Added patient to queue, patient: 4342
Added patient to queue, patient: 4343
Trying to move to basic care unit..., patient: 4315
Added patient to queue, patient: 4344
Trying to move to intensive care unit..., patient: 4306
DailyProbability time: 881.0
Patient moved to intensive care unit successfully, patient: 4306
Patient moved back to basic care, patient: 4315
Trying to move to basic care unit..., patient: 4304
Added patient to queue, patient: 4345
Added patient to queue, patient: 4346
Added patient to queue, patient: 4347
Added patient to queue, patient: 4348
Added patient to queue, patient: 4349
Trying to move to basic care unit..., patient: 4314
Patient is healthy, patient: 4311
Patient moved back to basic care, patient: 4304
Added patient to queue, patient: 4350
Added patient to queue, patient: 4351
Added patient to queue, patient: 4352
DailyProbability time: 882.0
Added patient to queue, patient: 4353
Patient is healthy, patient: 4250
Patient moved back to basic care, patient: 4314
Added patient to queue, patient: 4354
Patient is healthy, patient: 4316
Patient died in queue, patient: 4333
Patient died in queue, patient: 4334
Patient died in queue, patient: 4335
Patient died in queue, patient: 4336
Patient died in queue, patient: 4337
Patient died in queue, patient: 4338
Patient died in queue, patient: 4339
Patient died in queue, patient: 4340
Patient died in queue, patient: 4341
Patient died in queue, patient: 4342
Patient died in queue, patient: 4343
Added patient to queue, patient: 4355
Trying to move to basic care unit..., patient: 4262
Added patient to queue, patient: 4356
Added patient to queue, patient: 4357
DailyProbability time: 883.0
Patient is healthy, patient: 4318
Patient moved back to basic care, patient: 4262
Patient is healthy, patient: 4319
Patient died in queue, patient: 4345
Patient died in queue, patient: 4346
Patient died in queue, patient: 4347
Added patient to queue, patient: 4358
Trying to move to intensive care unit..., patient: 4315
Trying to move to intensive care unit..., patient: 4304
DailyProbability time: 884.0
Patient moved to intensive care unit successfully, patient: 4315
Patient died in queue, patient: 4349
Patient died in queue, patient: 4350
Patient died in queue, patient: 4351
Patient died in queue, patient: 4352
Patient moved to intensive care unit successfully, patient: 4304
Trying to move to basic care unit..., patient: 4315
Added patient to queue, patient: 4359
Added patient to queue, patient: 4360
Added patient to queue, patient: 4361
Trying to move to intensive care unit..., patient: 4314
Trying to move to intensive care unit..., patient: 4331
Trying to move to intensive care unit..., patient: 4332
Trying to move to intensive care unit..., patient: 4344
DailyProbability time: 885.0
Patient moved to intensive care unit successfully, patient: 4314
Patient moved back to basic care, patient: 4315
Patient moved to intensive care unit successfully, patient: 4331
Patient died in queue, patient: 4355
Patient died in queue, patient: 4356
Patient died in queue, patient: 4357
Patient died in basic care... (no free bed in intensive care unit), patient: 4332
Patient died in basic care... (no free bed in intensive care unit), patient: 4344
Added patient to queue, patient: 4362
Trying to move to basic care unit..., patient: 4306
Added patient to queue, patient: 4363
Added patient to queue, patient: 4364
Added patient to queue, patient: 4365
Added patient to queue, patient: 4366
Added patient to queue, patient: 4367
Added patient to queue, patient: 4368
Trying to move to intensive care unit..., patient: 4354
DailyProbability time: 886.0
Patient moved to intensive care unit successfully, patient: 4354
Patient moved back to basic care, patient: 4306
Added patient to queue, patient: 4369
Trying to move to basic care unit..., patient: 4331
Added patient to queue, patient: 4370
Added patient to queue, patient: 4371
Added patient to queue, patient: 4372
Added patient to queue, patient: 4373
Patient is healthy, patient: 4147
Patient moved back to basic care, patient: 4331
Added patient to queue, patient: 4374
Patient is healthy, patient: 4269
Trying to move to basic care unit..., patient: 4354
Added patient to queue, patient: 4375
DailyProbability time: 887.0
Patient died on basic care, patient: 4331
Patient moved back to basic care, patient: 4354
Added patient to queue, patient: 4376
Added patient to queue, patient: 4377
Added patient to queue, patient: 4378
Added patient to queue, patient: 4379
Added patient to queue, patient: 4380
Added patient to queue, patient: 4381
Trying to move to intensive care unit..., patient: 4361
DailyProbability time: 888.0
Patient moved to intensive care unit successfully, patient: 4361
Patient died in queue, patient: 4362
Patient died in queue, patient: 4363
Patient died in queue, patient: 4364
Patient died in queue, patient: 4365
Patient died in queue, patient: 4366
Patient died in queue, patient: 4367
Patient died in queue, patient: 4368
Patient died on basic care, patient: 4306
Added patient to queue, patient: 4382
Added patient to queue, patient: 4383
Added patient to queue, patient: 4384
Trying to move to basic care unit..., patient: 4304
Trying to move to intensive care unit..., patient: 4353
Trying to move to intensive care unit..., patient: 4359
DailyProbability time: 889.0
Patient moved to intensive care unit successfully, patient: 4353
Patient moved back to basic care, patient: 4304
Patient moved to intensive care unit successfully, patient: 4359
Patient died in queue, patient: 4371
Patient died in queue, patient: 4372
Patient died in queue, patient: 4373
Patient died in queue, patient: 4374
Patient died in queue, patient: 4375
Added patient to queue, patient: 4385
Patient is healthy, patient: 4348
Patient died in queue, patient: 4377
Patient died in queue, patient: 4378
Patient is healthy, patient: 4262
Patient died in queue, patient: 4380
Added patient to queue, patient: 4386
Trying to move to intensive care unit..., patient: 4304
Trying to move to intensive care unit..., patient: 4379
Trying to move to intensive care unit..., patient: 4376
DailyProbability time: 890.0
Patient moved to intensive care unit successfully, patient: 4304
Patient died in basic care... (no free bed in intensive care unit), patient: 4379
Patient died in basic care... (no free bed in intensive care unit), patient: 4376
Added patient to queue, patient: 4387
Added patient to queue, patient: 4388
Trying to move to intensive care unit..., patient: 4315
Trying to move to intensive care unit..., patient: 4382
Trying to move to intensive care unit..., patient: 4354
DailyProbability time: 891.0
Patient died in basic care... (no free bed in intensive care unit), patient: 4315
Patient died in basic care... (no free bed in intensive care unit), patient: 4382
Patient died in basic care... (no free bed in intensive care unit), patient: 4354
Added patient to queue, patient: 4389
Trying to move to basic care unit..., patient: 4314
Added patient to queue, patient: 4390
Patient is healthy, patient: 4360
Patient moved back to basic care, patient: 4314
Added patient to queue, patient: 4391
Added patient to queue, patient: 4392
Patient is healthy, patient: 4358
Trying to move to basic care unit..., patient: 4353
Added patient to queue, patient: 4393
Added patient to queue, patient: 4394
Added patient to queue, patient: 4395
Trying to move to intensive care unit..., patient: 4370
